ID_INCIDENTE,PRIORIDAD,TIEMPO_RESOLUCION_MIN,TIPO_INCUMPLIMIENTO,ES_CAMBIO_AUTORIZADO,RIESGO_CRITICIDAD,NIVEL_MADUREZ,FECHA_REGISTRO
INC-AA017924,Alta,113.08,Falla de Hardware,1,Alto,Nivel 3,2025-07-05
INC-DDCC9CA4,Media,532.11,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-07
INC-2872638C,Alta,223.48,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-08-29
INC-23346465,Media,1206.71,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-13
INC-AD1D7419,Media,225.45,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-10-10
INC-09F0B0C3,Baja,3206.69,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-08-21
INC-09BF8010,Media,793.41,Error de Aplicación,1,Medio,Nivel 3,2025-06-10
INC-5D8D138E,Media,457.36,Cambio No Autorizado en HCE,0,Medio,Nivel 3,2025-09-04
INC-54A0B778,Alta,251.77,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-11
INC-BECA4F7B,Alta,164.97,Falla de Hardware,1,Alto,Nivel 3,2025-05-01
INC-1EF8029F,Media,882.59,Problema de Infraestructura (por cambio no aprobado),0,Medio,Nivel 3,2025-06-13
INC-4559148E,Media,658.7,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-26
INC-151A7781,Media,286.88,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-07-13
INC-81B7AAEA,Media,220.88,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-22
INC-BA8BEA6B,Media,814.44,Error de Aplicación,1,Medio,Nivel 3,2025-09-07
INC-F9354D98,Baja,3910.13,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-04-24
INC-A76D1E6B,Baja,1564.62,Falla de Hardware,1,Bajo,Nivel 3,2025-10-06
INC-9FBC357A,Alta,359.85,Falla de Hardware,1,Alto,Nivel 3,2025-05-26
INC-7730FE2C,Media,968.95,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-04-30
INC-BF87FC41,Alta,449.2,Falla de Hardware,1,Alto,Nivel 3,2025-06-08
INC-80A879E2,Alta,399.44,Error de Aplicación,1,Alto,Nivel 3,2025-08-21
INC-38B7637E,Baja,2499.74,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-09-18
INC-A79FB0E9,Alta,325.66,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-10-08
INC-D8E73813,Media,1299.77,Error de Aplicación,1,Medio,Nivel 3,2025-07-05
INC-5137F74F,Media,611.34,Falla de Hardware,1,Medio,Nivel 3,2025-08-09
INC-B87AAE13,Baja,1492.54,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-08-28
INC-6F3D071F,Media,74.92,Error de Aplicación,1,Medio,Nivel 3,2025-06-10
INC-78CAA668,Alta,401.95,Falla de Hardware,1,Alto,Nivel 3,2025-05-30
INC-246B395C,Media,1165.35,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-05-04
INC-0D513456,Media,204.15,Petición de Servicio,1,Medio,Nivel 3,2025-05-02
INC-9CED71B0,Alta,289.59,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-04-28
INC-82D6B49D,Media,700.29,Falla de Hardware,1,Medio,Nivel 3,2025-09-11
INC-9F2CD87F,Alta,83.42,Error en Plataforma Cloud (sin control),0,Crítico,Nivel 3,2025-05-31
INC-C0B8FA34,Alta,471.26,Falla de Hardware,1,Alto,Nivel 3,2025-07-18
INC-0180CB25,Media,356.28,Petición de Servicio,1,Medio,Nivel 3,2025-05-08
INC-13D96818,Alta,60.26,Petición de Servicio,1,Alto,Nivel 3,2025-07-22
INC-74B52641,Media,880.89,Problema de Infraestructura (por cambio no aprobado),0,Alto,Nivel 3,2025-06-02
INC-1B81ABCE,Media,1079.64,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-15
INC-4EAE3A84,Baja,256.26,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-05-31
INC-3CB7FFAB,Alta,326.42,Falla de Hardware,1,Alto,Nivel 3,2025-07-02
INC-188CD537,Alta,269.53,Petición de Servicio,1,Alto,Nivel 3,2025-04-25
INC-D758AE3C,Alta,76.47,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-05-10
INC-9725A278,Media,298.08,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-05-01
INC-B0D1650B,Baja,2505.49,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-09-27
INC-6DE18E2D,Alta,163.36,Falla de Hardware,1,Alto,Nivel 3,2025-04-29
INC-B3F67826,Baja,4060.93,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-16
INC-DDE74789,Alta,398.43,Error de Aplicación,1,Alto,Nivel 3,2025-10-05
INC-CE316338,Media,1417.32,Petición de Servicio,1,Medio,Nivel 3,2025-07-26
INC-DB67B01F,Baja,1210.62,Falla de Hardware,1,Bajo,Nivel 3,2025-06-26
INC-D6CE94C7,Baja,4192.84,Falla de Hardware,1,Bajo,Nivel 3,2025-08-16
INC-30EFD7E8,Baja,1931.18,Petición de Servicio,1,Bajo,Nivel 3,2025-07-01
INC-AA288146,Baja,1579.58,Petición de Servicio,1,Bajo,Nivel 3,2025-09-27
INC-83A3B380,Media,129.48,Petición de Servicio,1,Medio,Nivel 3,2025-08-10
INC-2C536E41,Baja,341.61,Falla de Hardware,1,Bajo,Nivel 3,2025-06-16
INC-7B1A1D6F,Alta,341.41,Petición de Servicio,1,Alto,Nivel 3,2025-10-01
INC-3577575F,Baja,2043.3,Petición de Servicio,1,Bajo,Nivel 3,2025-08-20
INC-73D2C68D,Media,372.6,Falla de Hardware,1,Medio,Nivel 3,2025-09-18
INC-E0770A4C,Baja,2698.68,Falla de Hardware,1,Bajo,Nivel 3,2025-04-17
INC-4F087439,Media,408.94,Error de Aplicación,1,Medio,Nivel 3,2025-09-25
INC-4C81BB14,Media,857.13,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-06-23
INC-DED118ED,Media,555.71,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-07-13
INC-5791294D,Baja,3578.92,Falla de Hardware,1,Bajo,Nivel 3,2025-05-07
INC-BBC3BA80,Alta,399.31,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-09-24
INC-274D347D,Alta,244.81,Error de Aplicación,1,Alto,Nivel 3,2025-08-29
INC-A274557C,Alta,187.87,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-04-19
INC-191588D8,Alta,193.15,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-06
INC-F66537DC,Baja,3504.0,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-04
INC-CFAA84FF,Alta,177.68,Error de Aplicación,1,Alto,Nivel 3,2025-07-20
INC-F394083D,Baja,998.05,Petición de Servicio,1,Bajo,Nivel 3,2025-08-17
INC-C33189B4,Media,176.87,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-04-22
INC-1F596DB7,Alta,240.01,Error en Plataforma Cloud (sin control),0,Crítico,Nivel 3,2025-09-20
INC-977F7752,Baja,2144.95,Error de Aplicación,1,Bajo,Nivel 3,2025-05-03
INC-1F22DE6C,Media,1220.45,Petición de Servicio,1,Medio,Nivel 3,2025-08-11
INC-DFDA347D,Media,365.31,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-06-15
INC-1435C698,Media,585.77,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-13
INC-CFE12792,Baja,3515.3,Petición de Servicio,1,Bajo,Nivel 3,2025-09-15
INC-FA99CFA2,Alta,400.63,Falla de Hardware,1,Alto,Nivel 3,2025-08-19
INC-1F85A817,Baja,1735.37,Falla de Hardware,1,Bajo,Nivel 3,2025-07-06
INC-1319AA98,Baja,2048.32,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-10
INC-01A3585D,Media,478.53,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-06-06
INC-F72D4EC6,Alta,449.65,Petición de Servicio,1,Alto,Nivel 3,2025-10-11
INC-20A62A95,Media,223.73,Petición de Servicio,1,Medio,Nivel 3,2025-09-02
INC-D9199C59,Alta,450.19,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-06-26
INC-32F8D136,Alta,337.74,Petición de Servicio,1,Alto,Nivel 3,2025-10-03
INC-557F9554,Media,793.57,Error de Aplicación,1,Medio,Nivel 3,2025-05-25
INC-58C6B670,Media,105.07,Petición de Servicio,1,Medio,Nivel 3,2025-06-24
INC-D0EF1A1C,Baja,2117.5,Petición de Servicio,1,Bajo,Nivel 3,2025-06-03
INC-0A589698,Baja,1832.54,Petición de Servicio,1,Bajo,Nivel 3,2025-08-19
INC-5DB5D8D3,Baja,797.12,Falla de Hardware,1,Bajo,Nivel 3,2025-06-12
INC-DECD2282,Media,965.85,Error de Aplicación,1,Medio,Nivel 3,2025-05-07
INC-60FA43D9,Media,1400.19,Petición de Servicio,1,Medio,Nivel 3,2025-07-07
INC-655B3782,Media,835.82,Problema de Infraestructura (por cambio no aprobado),0,Alto,Nivel 3,2025-07-24
INC-5E63F003,Baja,3121.96,Error de Aplicación,1,Bajo,Nivel 3,2025-09-11
INC-65B4060B,Alta,60.8,Error de Aplicación,1,Alto,Nivel 3,2025-05-01
INC-E1174530,Baja,1874.2,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-06-24
INC-F9181B49,Media,220.57,Petición de Servicio,1,Medio,Nivel 3,2025-10-12
INC-6AC8A11B,Media,905.66,Falla de Hardware,1,Medio,Nivel 3,2025-07-01
INC-1F1CCC9D,Baja,4061.63,Falla de Hardware,1,Bajo,Nivel 3,2025-06-17
INC-70FDBBF6,Media,973.25,Falla de Hardware,1,Medio,Nivel 3,2025-08-13
INC-FC9DF978,Baja,442.57,Cambio No Autorizado en HCE,0,Medio,Nivel 3,2025-05-23
INC-68112DFD,Baja,1609.6,Petición de Servicio,1,Bajo,Nivel 3,2025-08-28
INC-671ED8A2,Media,819.92,Falla de Hardware,1,Medio,Nivel 3,2025-05-12
INC-B728784F,Media,616.43,Error de Aplicación,1,Medio,Nivel 3,2025-04-24
INC-C1603F04,Media,1210.43,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-04-20
INC-9068CBD8,Baja,3541.62,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-05-07
INC-2CC7BDA8,Alta,305.32,Falla de Hardware,1,Alto,Nivel 3,2025-09-22
INC-5D18F570,Media,575.37,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-12
INC-06F788C4,Media,412.36,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-11
INC-33D334FC,Baja,564.67,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-09-06
INC-F797DC62,Alta,189.7,Error de Aplicación,1,Alto,Nivel 3,2025-09-26
INC-0F15FEF8,Baja,1855.32,Falla de Hardware,1,Bajo,Nivel 3,2025-10-10
INC-88674FCC,Baja,2958.46,Petición de Servicio,1,Bajo,Nivel 3,2025-05-29
INC-D76C6C64,Alta,326.17,Error de Aplicación,1,Alto,Nivel 3,2025-10-02
INC-F91E8C08,Alta,61.55,Petición de Servicio,1,Alto,Nivel 3,2025-05-23
INC-809575A3,Baja,1780.09,Falla de Hardware,1,Bajo,Nivel 3,2025-05-28
INC-59C728F2,Alta,111.8,Error de Aplicación,1,Alto,Nivel 3,2025-10-08
INC-9B52ECA0,Baja,778.61,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-17
INC-05899685,Media,1201.68,Error de Aplicación,1,Medio,Nivel 3,2025-06-16
INC-C49E32FC,Alta,48.86,Error de Aplicación,1,Alto,Nivel 3,2025-09-05
INC-3938C498,Baja,1880.57,Falla de Hardware,1,Bajo,Nivel 3,2025-06-23
INC-97D13A61,Media,292.12,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-06-08
INC-B587DBDA,Media,1273.48,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-09
INC-EB6C72C8,Media,828.72,Cambio No Autorizado en HCE,0,Alto,Nivel 3,2025-05-20
INC-E6502330,Media,379.31,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-07-01
INC-83306751,Alta,256.09,Petición de Servicio,1,Alto,Nivel 3,2025-07-22
INC-9BC8E6D2,Media,1069.45,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-15
INC-2B7879C5,Baja,4144.1,Falla de Hardware,1,Bajo,Nivel 3,2025-09-11
INC-AB7CEAB6,Media,364.22,Error de Aplicación,1,Medio,Nivel 3,2025-05-16
INC-1A83EF68,Media,1282.93,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-13
INC-11975D22,Media,1349.34,Error de Aplicación,1,Medio,Nivel 3,2025-04-23
INC-C13ACC6F,Baja,3968.97,Falla de Hardware,1,Bajo,Nivel 3,2025-05-22
INC-85DABDFC,Alta,315.94,Error de Aplicación,1,Alto,Nivel 3,2025-05-24
INC-AAAE9033,Baja,2765.25,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-06-07
INC-9079BDCF,Media,616.43,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-06
INC-662D1570,Alta,368.58,Petición de Servicio,1,Alto,Nivel 3,2025-10-07
INC-A111ECA7,Alta,269.08,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-09-14
INC-EC1028FE,Alta,334.85,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-09-03
INC-E12043A3,Media,651.27,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-10-05
INC-7D9BEB42,Media,1069.47,Error en Plataforma Cloud (sin control),0,Medio,Nivel 3,2025-09-06
INC-EDAB0D6A,Baja,3582.78,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-18
INC-EEC50549,Media,262.08,Falla de Hardware,1,Medio,Nivel 3,2025-08-01
INC-08601295,Alta,404.82,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-08-20
INC-FC146BA0,Media,805.61,Error de Aplicación,1,Medio,Nivel 3,2025-06-04
INC-B1E3E203,Baja,3667.6,Falla de Hardware,1,Bajo,Nivel 3,2025-05-07
INC-A5EA7219,Alta,224.09,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-05-01
INC-BDF9C81C,Alta,200.57,Error de Aplicación,1,Alto,Nivel 3,2025-04-30
INC-52269E4A,Alta,441.78,Error de Aplicación,1,Alto,Nivel 3,2025-05-28
INC-E0B601F5,Baja,1174.91,Error de Aplicación,1,Bajo,Nivel 3,2025-05-01
INC-51C0F74B,Media,1225.01,Error de Aplicación,1,Medio,Nivel 3,2025-06-18
INC-6CE1AE10,Media,727.95,Falla de Hardware,1,Medio,Nivel 3,2025-05-13
INC-2D5C6268,Baja,2279.2,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-07-18
INC-93E82976,Baja,1415.57,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-07-30
INC-91821E32,Media,850.8,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-06-08
INC-429BF3B7,Baja,1485.89,Petición de Servicio,1,Bajo,Nivel 3,2025-06-07
INC-5BB5E1BD,Alta,47.67,Falla de Hardware,1,Alto,Nivel 3,2025-06-18
INC-661A41D9,Alta,152.4,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-06-12
INC-0A3A7D26,Media,68.8,Falla de Hardware,1,Medio,Nivel 3,2025-08-14
INC-547B8244,Alta,470.26,Falla de Hardware,1,Alto,Nivel 3,2025-06-07
INC-78C9D561,Media,1392.73,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-01
INC-72D8744E,Baja,1779.65,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-05-29
INC-0736B2D5,Alta,357.77,Petición de Servicio,1,Alto,Nivel 3,2025-08-29
INC-2BDC0D18,Alta,185.61,Petición de Servicio,1,Alto,Nivel 3,2025-08-11
INC-35F36C3B,Media,986.11,Petición de Servicio,1,Medio,Nivel 3,2025-10-03
INC-8B7AE591,Baja,3502.81,Error de Aplicación,1,Bajo,Nivel 3,2025-04-20
INC-17101691,Media,1366.52,Cambio No Autorizado en HCE,0,Alto,Nivel 3,2025-08-27
INC-3DF72B88,Media,612.29,Error de Aplicación,1,Medio,Nivel 3,2025-07-05
INC-7D3685F8,Alta,382.48,Error de Aplicación,1,Alto,Nivel 3,2025-05-27
INC-CFA81E8E,Alta,149.67,Error de Aplicación,1,Alto,Nivel 3,2025-08-26
INC-DDE08DFB,Baja,4279.4,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-04-18
INC-C92F43D3,Baja,228.23,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-09-12
INC-B0EC9CE1,Alta,301.59,Falla de Hardware,1,Alto,Nivel 3,2025-05-29
INC-7D566E6D,Baja,2889.93,Falla de Hardware,1,Bajo,Nivel 3,2025-07-07
INC-06489208,Media,1009.5,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-02
INC-9B3400F5,Baja,625.63,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-08-31
INC-56C69BB9,Media,1355.17,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-19
INC-3FFA2842,Media,310.03,Falla de Hardware,1,Medio,Nivel 3,2025-05-12
INC-8B222FDF,Media,919.4,Falla de Hardware,1,Medio,Nivel 3,2025-07-07
INC-4B7DB6EB,Media,367.29,Error de Aplicación,1,Medio,Nivel 3,2025-07-08
INC-7EE70BAB,Alta,168.25,Petición de Servicio,1,Alto,Nivel 3,2025-08-25
INC-929937ED,Alta,275.91,Petición de Servicio,1,Alto,Nivel 3,2025-06-28
INC-948465D4,Media,635.73,Petición de Servicio,1,Medio,Nivel 3,2025-07-25
INC-7CE415A0,Baja,792.95,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-06-04
INC-90B13F15,Alta,106.92,Petición de Servicio,1,Alto,Nivel 3,2025-09-08
INC-E05BB22B,Media,637.04,Petición de Servicio,1,Medio,Nivel 3,2025-06-18
INC-964094FD,Baja,3300.59,Error de Aplicación,1,Bajo,Nivel 3,2025-06-10
INC-319513AD,Alta,434.08,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-09-14
INC-14A81468,Media,176.1,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-20
INC-A30B9FF7,Media,602.48,Falla de Hardware,1,Medio,Nivel 3,2025-07-30
INC-653885B7,Baja,541.03,Error de Aplicación,1,Bajo,Nivel 3,2025-07-30
INC-3A5B34AD,Alta,37.47,Petición de Servicio,1,Alto,Nivel 3,2025-06-24
INC-BD9078B9,Media,973.17,Cambio No Autorizado en HCE,0,Alto,Nivel 3,2025-05-01
INC-98D54331,Baja,2650.29,Error de Aplicación,1,Bajo,Nivel 3,2025-10-08
INC-5FF76F3F,Baja,804.68,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-04-19
INC-6BD91A67,Media,382.66,Petición de Servicio,1,Medio,Nivel 3,2025-09-19
INC-0E014D8A,Media,92.72,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-04-19
INC-7BB514E7,Media,1212.23,Error en Plataforma Cloud (sin control),0,Alto,Nivel 3,2025-07-27
INC-96117A34,Baja,4213.7,Error de Aplicación,1,Bajo,Nivel 3,2025-04-20
INC-E5AD1335,Media,246.93,Falla de Hardware,1,Medio,Nivel 3,2025-07-13
INC-054EA217,Alta,134.16,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-09-22
INC-3C49FDCF,Baja,3767.32,Petición de Servicio,1,Bajo,Nivel 3,2025-05-31
INC-DC1C2E0B,Media,1338.52,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-31
INC-3B4C3702,Media,639.09,Falla de Hardware,1,Medio,Nivel 3,2025-06-30
INC-B7ABEB03,Alta,52.78,Falla de Hardware,1,Alto,Nivel 3,2025-09-28
INC-149D3648,Media,114.36,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-04-25
INC-DE583F8F,Media,852.05,Error de Aplicación,1,Medio,Nivel 3,2025-09-08
INC-907E7377,Media,602.2,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-12
INC-A3D2B568,Alta,42.89,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-06-20
INC-C21669A9,Media,864.89,Error de Aplicación,1,Medio,Nivel 3,2025-08-25
INC-51335C76,Baja,167.47,Error de Aplicación,1,Bajo,Nivel 3,2025-05-12
INC-5254D04B,Alta,384.32,Error de Aplicación,1,Alto,Nivel 3,2025-09-22
INC-7CC61B46,Baja,1407.02,Falla de Hardware,1,Bajo,Nivel 3,2025-05-12
INC-D0DC62D9,Media,115.56,Falla de Hardware,1,Medio,Nivel 3,2025-05-09
INC-D8ADAA89,Baja,2591.08,Petición de Servicio,1,Bajo,Nivel 3,2025-05-16
INC-0BF0BA25,Baja,1790.27,Petición de Servicio,1,Bajo,Nivel 3,2025-04-26
INC-B6984381,Media,1403.84,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-06-27
INC-C43DFBDC,Baja,2405.63,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-06-19
INC-583EA3DA,Baja,1276.0,Petición de Servicio,1,Bajo,Nivel 3,2025-09-13
INC-1BF65EA2,Media,1039.03,Error en Plataforma Cloud (sin control),0,Alto,Nivel 3,2025-09-06
INC-740590FB,Media,434.66,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-17
INC-58DDF7E5,Media,1307.86,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-30
INC-4CBE792B,Baja,1693.83,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-06-29
INC-DD3A1B85,Baja,2429.45,Error de Aplicación,1,Bajo,Nivel 3,2025-09-11
INC-ED12F171,Baja,332.41,Falla de Hardware,1,Bajo,Nivel 3,2025-07-30
INC-CA5F870A,Media,648.05,Petición de Servicio,1,Medio,Nivel 3,2025-06-02
INC-CC7C4C77,Baja,3615.93,Falla de Hardware,1,Bajo,Nivel 3,2025-07-12
INC-3534C6F7,Alta,392.54,Petición de Servicio,1,Alto,Nivel 3,2025-06-08
INC-165303AB,Media,369.56,Falla de Hardware,1,Medio,Nivel 3,2025-08-23
INC-4050FB05,Alta,131.74,Petición de Servicio,1,Alto,Nivel 3,2025-04-18
INC-C7A9EB2B,Media,1187.88,Falla de Hardware,1,Medio,Nivel 3,2025-06-13
INC-884BE7BD,Media,1343.95,Error de Aplicación,1,Medio,Nivel 3,2025-09-10
INC-8575FE28,Media,191.6,Error en Plataforma Cloud (sin control),0,Alto,Nivel 3,2025-06-27
INC-345D4B75,Media,681.08,Petición de Servicio,1,Medio,Nivel 3,2025-09-03
INC-23053631,Media,525.69,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-17
INC-175DB66D,Media,1261.55,Petición de Servicio,1,Medio,Nivel 3,2025-05-13
INC-D9A12C30,Alta,67.59,Petición de Servicio,1,Alto,Nivel 3,2025-05-15
INC-DCE822C2,Media,351.35,Error de Aplicación,1,Medio,Nivel 3,2025-05-01
INC-12624819,Alta,368.61,Falla de Hardware,1,Alto,Nivel 3,2025-10-07
INC-6B799137,Alta,53.08,Petición de Servicio,1,Alto,Nivel 3,2025-08-23
INC-96D6BA74,Media,739.7,Cambio No Autorizado en HCE,0,Medio,Nivel 3,2025-06-15
INC-EF1AC433,Media,670.11,Error de Aplicación,1,Medio,Nivel 3,2025-08-01
INC-DDB48466,Media,521.47,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-04-19
INC-600BED04,Media,604.51,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-09
INC-DD658B36,Media,791.32,Petición de Servicio,1,Medio,Nivel 3,2025-09-09
INC-1790C66C,Baja,797.74,Error de Aplicación,1,Bajo,Nivel 3,2025-06-07
INC-FA467C57,Media,849.35,Falla de Hardware,1,Medio,Nivel 3,2025-06-15
INC-3012D3DA,Media,1171.5,Petición de Servicio,1,Medio,Nivel 3,2025-05-20
INC-30E8D540,Alta,372.07,Falla de Hardware,1,Alto,Nivel 3,2025-07-21
INC-6BD0B0A7,Media,272.38,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-07-14
INC-C519F1DC,Media,265.96,Petición de Servicio,1,Medio,Nivel 3,2025-06-15
INC-5065149D,Media,430.08,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-17
INC-028F4C6D,Media,558.28,Petición de Servicio,1,Medio,Nivel 3,2025-05-05
INC-E30DC91A,Media,623.67,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-05
INC-087ACE55,Media,997.98,Falla de Hardware,1,Medio,Nivel 3,2025-05-08
INC-25594B5C,Baja,358.06,Petición de Servicio,1,Bajo,Nivel 3,2025-09-24
INC-7E6E9459,Baja,265.63,Error de Aplicación,1,Bajo,Nivel 3,2025-09-29
INC-92E7BFA7,Baja,1766.02,Error de Aplicación,1,Bajo,Nivel 3,2025-08-22
INC-3EDB1FE5,Baja,3048.09,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-05-21
INC-F28D12C6,Alta,117.05,Error de Aplicación,1,Alto,Nivel 3,2025-08-01
INC-7AA00A17,Alta,318.68,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-08-22
INC-D62E17B6,Alta,146.92,Falla de Hardware,1,Alto,Nivel 3,2025-07-08
INC-FADC6573,Media,1282.8,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-01
INC-9B859B8B,Baja,3881.9,Falla de Hardware,1,Bajo,Nivel 3,2025-09-06
INC-81C64DED,Alta,163.78,Error en Plataforma Cloud (sin control),0,Crítico,Nivel 3,2025-09-02
INC-128CEE55,Baja,1085.97,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-08-05
INC-9E616ED1,Alta,215.09,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-07-15
INC-AA34AE2D,Baja,1130.23,Error de Aplicación,1,Bajo,Nivel 3,2025-05-10
INC-27A62401,Media,987.89,Error de Aplicación,1,Medio,Nivel 3,2025-07-02
INC-A5CD6137,Alta,401.73,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-07-26
INC-9EECF43D,Media,988.87,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-26
INC-F8B29468,Media,1197.6,Cambio No Autorizado en HCE,0,Alto,Nivel 3,2025-04-29
INC-B59A168D,Media,607.85,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-07-23
INC-766C6398,Media,275.72,Error de Aplicación,1,Medio,Nivel 3,2025-08-14
INC-DD205C3A,Baja,3219.39,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-05-23
INC-4E91EA31,Media,557.45,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-06-03
INC-7E3CC1E7,Media,986.35,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-04-17
INC-9DEA4D27,Media,433.49,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-06-15
INC-E872C0AD,Baja,461.16,Falla de Hardware,1,Bajo,Nivel 3,2025-09-03
INC-09B79FA5,Media,1429.76,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-12
INC-E9505806,Media,275.56,Petición de Servicio,1,Medio,Nivel 3,2025-09-02
INC-7442D864,Alta,474.79,Petición de Servicio,1,Alto,Nivel 3,2025-05-30
INC-A021462F,Alta,469.78,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-08-09
INC-1FD0746B,Media,1155.47,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-02
INC-C3E0770F,Alta,326.74,Petición de Servicio,1,Alto,Nivel 3,2025-05-30
INC-4B0B7B69,Media,857.37,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-03
